,sales,onpromotion
2015-05-28,0.0,0
2015-05-29,0.0,0
2015-05-30,0.0,0
2015-05-31,0.0,0
2015-06-01,69.0,0
2015-06-02,65.0,0
2015-06-03,86.0,0
2015-06-04,52.0,0
2015-06-05,49.0,1
2015-06-06,101.0,0
2015-06-07,166.0,0
2015-06-08,89.0,0
2015-06-09,56.0,0
2015-06-10,51.0,1
2015-06-11,39.0,0
2015-06-12,49.0,0
2015-06-13,108.0,0
2015-06-14,170.0,0
2015-06-15,55.0,0
2015-06-16,66.0,0
2015-06-17,59.0,0
2015-06-18,40.0,0
2015-06-19,43.0,0
2015-06-20,69.0,0
2015-06-21,78.0,0
2015-06-22,57.0,0
2015-06-23,42.0,0
2015-06-24,40.0,0
2015-06-25,34.0,0
2015-06-26,29.0,0
2015-06-27,65.0,0
2015-06-28,85.0,0
2015-06-29,54.0,0
2015-06-30,28.0,0
2015-07-01,44.0,0
2015-07-02,38.0,0
2015-07-03,30.0,0
2015-07-04,52.0,0
2015-07-05,63.0,0
2015-07-06,32.0,0
2015-07-07,22.0,0
2015-07-08,44.0,0
2015-07-09,31.0,0
2015-07-10,44.0,0
2015-07-11,49.0,0
2015-07-12,75.0,0
2015-07-13,71.0,0
2015-07-14,47.0,0
2015-07-15,56.0,0
2015-07-16,44.0,0
2015-07-17,28.0,0
2015-07-18,63.0,0
2015-07-19,107.0,0
2015-07-20,55.0,0
2015-07-21,47.0,1
2015-07-22,35.0,0
2015-07-23,28.0,0
2015-07-24,38.0,0
2015-07-25,61.0,0
2015-07-26,101.0,0
2015-07-27,51.0,0
2015-07-28,44.0,0
2015-07-29,34.0,0
2015-07-30,48.0,0
2015-07-31,63.0,0
2015-08-01,87.0,0
2015-08-02,107.0,0
2015-08-03,72.0,0
2015-08-04,91.0,0
2015-08-05,79.0,0
2015-08-06,198.0,7
2015-08-07,239.0,9
2015-08-08,451.0,7
2015-08-09,446.0,8
2015-08-10,569.0,9
2015-08-11,340.0,9
2015-08-12,364.0,9
2015-08-13,405.0,17
2015-08-14,352.0,10
2015-08-15,701.0,14
2015-08-16,793.0,12
2015-08-17,458.0,14
2015-08-18,494.0,12
2015-08-19,545.0,8
2015-08-20,527.0,12
2015-08-21,534.0,13
2015-08-22,777.0,23
2015-08-23,1005.0,17
2015-08-24,600.0,13
2015-08-25,720.0,23
2015-08-26,697.0,14
2015-08-27,647.0,24
2015-08-28,603.0,20
2015-08-29,1124.0,15
2015-08-30,1134.0,16
2015-08-31,989.0,15
2015-09-01,1101.0,15
2015-09-02,934.0,18
2015-09-03,669.0,19
2015-09-04,578.0,47
2015-09-05,2330.0,58
2015-09-06,3013.0,55
2015-09-07,1150.0,25
2015-09-08,890.0,19
2015-09-09,650.0,23
2015-09-10,488.0,15
2015-09-11,360.0,16
2015-09-12,627.0,10
2015-09-13,792.0,13
2015-09-14,270.0,13
2015-09-15,206.0,14
2015-09-16,213.0,12
2015-09-17,111.0,4
2015-09-18,60.0,1
2015-09-19,187.0,8
2015-09-20,209.0,1
2015-09-21,86.0,0
2015-09-22,83.0,2
2015-09-23,73.0,3
2015-09-24,60.0,2
2015-09-25,70.0,0
2015-09-26,83.0,1
2015-09-27,161.0,2
2015-09-28,79.0,0
2015-09-29,109.0,4
2015-09-30,77.0,4
2015-10-01,114.0,0
2015-10-02,59.0,0
2015-10-03,131.0,0
2015-10-04,217.0,0
2015-10-05,94.0,0
2015-10-06,85.0,0
2015-10-07,64.0,0
2015-10-08,64.0,0
2015-10-09,82.0,0
2015-10-10,142.0,0
2015-10-11,220.0,0
2015-10-12,88.0,0
2015-10-13,71.0,0
2015-10-14,82.0,0
2015-10-15,77.0,0
2015-10-16,76.0,0
2015-10-17,115.0,0
2015-10-18,205.0,0
2015-10-19,82.0,0
2015-10-20,72.0,1
2015-10-21,72.0,0
2015-10-22,61.0,0
2015-10-23,50.0,1
2015-10-24,110.0,0
2015-10-25,147.0,1
2015-10-26,62.0,0
2015-10-27,55.0,0
2015-10-28,53.0,0
2015-10-29,55.0,0
2015-10-30,43.0,0
2015-10-31,79.0,0
2015-11-01,92.0,0
2015-11-02,84.0,0
2015-11-03,110.0,0
2015-11-04,86.0,0
2015-11-05,68.0,0
2015-11-06,52.0,0
2015-11-07,111.0,0
2015-11-08,176.0,0
2015-11-09,77.0,0
2015-11-10,71.0,1
2015-11-11,72.0,0
2015-11-12,65.0,0
2015-11-13,67.0,0
2015-11-14,87.0,0
2015-11-15,160.0,0
2015-11-16,82.0,0
2015-11-17,67.0,1
2015-11-18,67.0,0
2015-11-19,78.0,0
2015-11-20,44.0,1
2015-11-21,113.0,0
2015-11-22,174.0,0
2015-11-23,73.0,0
2015-11-24,52.0,0
2015-11-25,72.0,0
2015-11-26,47.0,0
2015-11-27,55.0,0
2015-11-28,85.0,0
2015-11-29,143.0,0
2015-11-30,82.0,0
2015-12-01,95.0,0
2015-12-02,107.0,0
2015-12-03,66.0,0
2015-12-04,57.0,0
2015-12-05,105.0,0
2015-12-06,185.0,0
2015-12-07,90.0,0
2015-12-08,97.0,0
2015-12-09,68.0,0
2015-12-10,70.0,0
2015-12-11,65.0,0
2015-12-12,86.0,0
2015-12-13,158.0,1
2015-12-14,68.0,0
2015-12-15,111.0,0
2015-12-16,69.0,0
2015-12-17,85.0,0
2015-12-18,54.0,0
2015-12-19,88.0,0
2015-12-20,127.0,0
2015-12-21,77.0,0
2015-12-22,42.0,0
2015-12-23,46.0,0
2015-12-24,47.0,0
2015-12-26,44.0,0
2015-12-27,70.0,0
2015-12-28,63.0,0
2015-12-29,57.0,0
2015-12-30,45.0,0
2015-12-31,50.0,0
2016-01-01,0.0,0
2016-01-02,145.0,0
2016-01-03,223.0,3
2016-01-04,114.0,0
2016-01-05,118.0,0
2016-01-06,96.0,0
2016-01-07,75.0,0
2016-01-08,52.0,0
2016-01-09,98.0,0
2016-01-10,156.0,0
2016-01-11,89.0,0
2016-01-12,52.0,0
2016-01-13,78.0,0
2016-01-14,72.0,0
2016-01-15,77.0,0
2016-01-16,125.0,0
2016-01-17,218.0,0
2016-01-18,90.0,0
2016-01-19,66.0,0
2016-01-20,106.0,0
2016-01-21,55.0,0
2016-01-22,61.0,0
2016-01-23,106.0,0
2016-01-24,169.0,0
2016-01-25,82.0,0
2016-01-26,69.0,0
2016-01-27,86.0,0
2016-01-28,67.0,0
2016-01-29,54.0,0
2016-01-30,115.0,1
2016-01-31,194.0,0
2016-02-01,77.0,1
2016-02-02,81.0,0
2016-02-03,104.0,0
2016-02-04,64.0,0
2016-02-05,54.0,0
2016-02-06,71.0,0
2016-02-07,64.0,0
2016-02-08,71.0,0
2016-02-09,65.0,0
2016-02-10,85.0,0
2016-02-11,60.0,0
2016-02-12,63.0,0
2016-02-13,123.0,0
2016-02-14,182.0,0
2016-02-15,116.0,0
2016-02-16,111.0,0
2016-02-17,109.0,0
2016-02-18,67.0,0
2016-02-19,79.0,1
2016-02-20,117.0,0
2016-02-21,164.0,1
2016-02-22,88.0,0
2016-02-23,79.0,0
2016-02-24,98.0,0
2016-02-25,65.0,0
2016-02-26,58.0,0
2016-02-27,153.0,0
2016-02-28,208.0,0
2016-02-29,139.0,0
2016-03-01,118.0,0
2016-03-02,113.0,0
2016-03-03,91.0,0
2016-03-04,96.0,0
2016-03-05,179.0,0
2016-03-06,276.0,0
2016-03-07,104.0,0
2016-03-08,86.0,0
2016-03-09,104.0,0
2016-03-10,73.0,0
2016-03-11,50.0,0
2016-03-12,145.0,0
2016-03-13,173.0,0
2016-03-14,80.0,0
2016-03-15,88.0,0
2016-03-16,89.0,0
2016-03-17,66.0,1
2016-03-18,65.0,0
2016-03-19,143.0,0
2016-03-20,169.0,0
2016-03-21,78.0,0
2016-03-22,68.0,0
2016-03-23,44.0,0
2016-03-24,45.0,0
2016-03-25,80.0,0
2016-03-26,122.0,0
2016-03-27,155.0,0
2016-03-28,97.0,0
2016-03-29,68.0,0
2016-03-30,67.0,0
2016-03-31,86.0,1
2016-04-01,87.0,1
2016-04-02,189.0,1
2016-04-03,317.0,2
2016-04-04,152.0,1
2016-04-05,127.0,1
2016-04-06,133.0,1
2016-04-07,111.0,2
2016-04-08,100.0,3
2016-04-09,177.0,1
2016-04-10,278.0,1
2016-04-11,107.0,1
2016-04-12,106.0,1
2016-04-13,123.0,1
2016-04-14,213.0,33
2016-04-15,320.0,35
2016-04-16,420.0,52
2016-04-17,487.0,43
2016-04-18,337.0,47
2016-04-19,481.0,44
2016-04-20,315.0,42
2016-04-21,352.0,46
2016-04-22,300.0,39
2016-04-23,414.0,48
2016-04-24,583.0,53
2016-04-25,323.0,43
2016-04-26,375.0,50
2016-04-27,385.0,44
2016-04-28,403.0,47
2016-04-29,501.0,84
2016-04-30,734.0,106
2016-05-01,1487.0,125
2016-05-02,603.0,57
2016-05-03,687.0,63
2016-05-04,560.0,58
2016-05-05,508.0,60
2016-05-06,510.0,89
2016-05-07,602.0,96
2016-05-08,727.0,113
2016-05-09,433.0,62
2016-05-10,423.0,51
2016-05-11,361.0,46
2016-05-12,181.0,27
2016-05-13,143.0,15
2016-05-14,362.0,40
2016-05-15,417.0,36
2016-05-16,258.0,31
2016-05-17,218.0,29
2016-05-18,170.0,16
2016-05-19,142.0,16
2016-05-20,136.0,12
2016-05-21,158.0,15
2016-05-22,223.0,21
2016-05-23,142.0,12
2016-05-24,130.0,17
2016-05-25,96.0,16
2016-05-26,59.0,6
2016-05-27,141.0,13
2016-05-28,103.0,12
2016-05-29,189.0,15
2016-05-30,117.0,12
2016-05-31,141.0,12
2016-06-01,135.0,12
2016-06-02,91.0,7
2016-06-03,86.0,0
2016-06-04,115.0,1
2016-06-05,166.0,1
2016-06-06,103.0,0
2016-06-07,102.0,0
2016-06-08,80.0,0
2016-06-09,47.0,0
2016-06-10,70.0,0
2016-06-11,134.0,0
2016-06-12,135.0,1
2016-06-13,65.0,0
2016-06-14,71.0,1
2016-06-15,70.0,0
2016-06-16,57.0,0
2016-06-17,44.0,0
2016-06-18,77.0,0
2016-06-19,86.0,0
2016-06-20,69.0,0
2016-06-21,80.0,0
2016-06-22,73.0,0
2016-06-23,52.0,0
2016-06-24,37.0,0
2016-06-25,76.0,0
2016-06-26,126.0,0
2016-06-27,66.0,0
2016-06-28,42.0,0
2016-06-29,50.0,0
2016-06-30,56.0,0
2016-07-01,56.0,0
2016-07-02,64.0,0
2016-07-03,86.0,0
2016-07-04,55.0,0
2016-07-05,52.0,0
2016-07-06,53.0,0
2016-07-07,38.0,0
2016-07-08,63.0,0
2016-07-09,63.0,0
2016-07-10,75.0,0
2016-07-11,50.0,0
2016-07-12,37.0,0
2016-07-13,44.0,0
2016-07-14,31.0,0
2016-07-15,48.0,0
2016-07-16,64.0,0
2016-07-17,78.0,0
2016-07-18,70.0,0
2016-07-19,54.0,0
2016-07-20,56.0,0
2016-07-21,42.0,0
2016-07-22,27.0,0
2016-07-23,51.0,0
2016-07-24,68.0,0
2016-07-25,57.0,0
2016-07-26,50.0,0
2016-07-27,52.0,0
2016-07-28,32.0,0
2016-07-29,44.0,0
2016-07-30,74.0,0
2016-07-31,112.0,0
2016-08-01,101.0,0
2016-08-02,82.0,0
2016-08-03,75.0,0
2016-08-04,189.0,46
2016-08-05,191.0,44
2016-08-06,294.0,62
2016-08-07,319.0,59
2016-08-08,254.0,52
2016-08-09,246.0,52
2016-08-10,265.0,55
2016-08-11,271.0,61
2016-08-12,472.0,57
2016-08-13,369.0,63
2016-08-14,551.0,74
2016-08-15,423.0,77
2016-08-16,656.0,73
2016-08-17,712.0,86
2016-08-18,625.0,89
2016-08-19,624.0,85
2016-08-20,787.0,86
2016-08-21,987.0,102
2016-08-22,813.0,97
2016-08-23,641.0,95
2016-08-24,666.0,101
2016-08-25,545.0,82
2016-08-26,865.0,97
2016-08-27,1314.0,114
2016-08-28,1383.0,134
2016-08-29,868.0,104
2016-08-30,793.0,106
2016-08-31,833.0,118
2016-09-01,1004.0,120
2016-09-02,1214.0,126
2016-09-03,1960.0,157
2016-09-04,2082.0,153
2016-09-05,1804.0,143
2016-09-06,2078.0,130
2016-09-07,1898.0,125
2016-09-08,1502.0,127
2016-09-09,1171.0,110
2016-09-10,3124.0,128
2016-09-11,2204.0,114
2016-09-12,668.0,79
2016-09-13,494.0,71
2016-09-14,322.0,62
2016-09-15,159.0,4
2016-09-16,152.0,3
2016-09-17,222.0,3
2016-09-18,317.0,3
2016-09-19,146.0,3
2016-09-20,114.0,5
2016-09-21,99.0,1
2016-09-22,90.0,0
2016-09-23,55.0,0
2016-09-24,129.0,1
2016-09-25,184.0,1
2016-09-26,68.0,2
2016-09-27,61.0,5
2016-09-28,75.0,3
2016-09-29,88.0,0
2016-09-30,72.0,0
2016-10-01,150.0,0
2016-10-02,236.0,0
2016-10-03,106.0,0
2016-10-04,72.0,0
2016-10-05,114.0,0
2016-10-06,52.0,0
2016-10-07,66.0,0
2016-10-08,119.0,0
2016-10-09,212.0,0
2016-10-10,99.0,2
2016-10-11,94.0,1
2016-10-12,78.0,0
2016-10-13,90.0,0
2016-10-14,63.0,0
2016-10-15,102.0,0
2016-10-16,176.0,0
2016-10-17,83.0,0
2016-10-18,51.0,0
2016-10-19,69.0,1
2016-10-20,48.0,0
2016-10-21,58.0,0
2016-10-22,101.0,0
2016-10-23,196.0,0
2016-10-24,89.0,0
2016-10-25,111.0,0
2016-10-26,57.0,0
2016-10-27,61.0,0
2016-10-28,65.0,18
2016-10-29,104.0,16
2016-10-30,142.0,27
2016-10-31,64.0,5
2016-11-01,40.0,0
2016-11-02,84.0,0
2016-11-03,65.0,0
2016-11-04,82.0,0
2016-11-05,100.0,0
2016-11-06,161.0,0
2016-11-07,95.0,0
2016-11-08,67.0,0
2016-11-09,86.0,0
2016-11-10,52.0,0
2016-11-11,58.0,0
2016-11-12,89.0,0
2016-11-13,156.0,0
2016-11-14,78.0,0
2016-11-15,59.0,0
2016-11-16,69.0,1
2016-11-17,75.0,0
2016-11-18,71.0,0
2016-11-19,103.0,1
2016-11-20,147.0,0
2016-11-21,87.0,1
2016-11-22,109.0,1
2016-11-23,63.0,0
2016-11-24,49.0,0
2016-11-25,39.0,0
2016-11-26,81.0,0
2016-11-27,164.0,0
2016-11-28,70.0,0
2016-11-29,73.0,0
2016-11-30,71.0,0
2016-12-01,82.0,0
2016-12-02,41.0,0
2016-12-03,113.0,0
2016-12-04,148.0,0
2016-12-05,76.0,0
2016-12-06,110.0,0
2016-12-07,75.0,0
2016-12-08,75.0,0
2016-12-09,43.0,0
2016-12-10,76.0,0
2016-12-11,122.0,0
2016-12-12,71.0,0
2016-12-13,56.0,0
2016-12-14,63.0,0
2016-12-15,39.0,0
2016-12-16,41.0,0
2016-12-17,74.0,0
2016-12-18,129.0,0
2016-12-19,63.0,0
2016-12-20,64.0,0
2016-12-21,47.0,0
2016-12-22,54.0,0
2016-12-23,37.0,0
2016-12-24,36.0,0
2016-12-26,60.0,0
2016-12-27,37.0,0
2016-12-28,42.0,0
2016-12-29,66.0,0
2016-12-30,69.0,0
2016-12-31,41.0,0
2017-01-01,0.0,0
2017-01-02,158.0,0
2017-01-03,109.0,0
2017-01-04,93.0,0
2017-01-05,77.0,0
2017-01-06,55.0,0
2017-01-07,93.0,0
2017-01-08,154.0,0
2017-01-09,84.0,0
2017-01-10,119.0,0
2017-01-11,87.0,0
2017-01-12,63.0,0
2017-01-13,46.0,0
2017-01-14,131.0,0
2017-01-15,175.0,0
2017-01-16,70.0,0
2017-01-17,80.0,0
2017-01-18,85.0,1
2017-01-19,84.0,0
2017-01-20,51.0,0
2017-01-21,105.0,0
2017-01-22,192.0,0
2017-01-23,94.0,0
2017-01-24,88.0,0
2017-01-25,84.0,0
2017-01-26,44.0,0
2017-01-27,46.0,0
2017-01-28,97.0,0
2017-01-29,131.0,0
2017-01-30,89.0,0
2017-01-31,91.0,0
2017-02-01,87.0,0
2017-02-02,81.0,0
2017-02-03,70.0,1
2017-02-04,79.0,0
2017-02-05,126.0,0
2017-02-06,58.0,0
2017-02-07,57.0,2
2017-02-08,58.0,1
2017-02-09,66.0,0
2017-02-10,46.0,0
2017-02-11,71.0,0
2017-02-12,131.0,0
2017-02-13,70.0,0
2017-02-14,46.0,0
2017-02-15,70.0,0
2017-02-16,60.0,0
2017-02-17,43.0,0
2017-02-18,61.0,0
2017-02-19,77.0,0
2017-02-20,44.0,0
2017-02-21,64.0,0
2017-02-22,33.0,0
2017-02-23,35.0,0
2017-02-24,24.0,0
2017-02-25,48.0,0
2017-02-26,36.0,1
2017-02-27,51.0,0
2017-02-28,97.0,0
2017-03-01,91.0,0
2017-03-02,53.0,0
2017-03-03,64.0,0
2017-03-04,87.0,0
2017-03-05,149.0,0
2017-03-06,83.0,0
2017-03-07,105.0,0
2017-03-08,62.0,0
2017-03-09,59.0,0
2017-03-10,65.0,0
2017-03-11,97.0,0
2017-03-12,174.0,0
2017-03-13,85.0,0
2017-03-14,82.0,0
2017-03-15,101.0,0
2017-03-16,87.0,0
2017-03-17,68.0,0
2017-03-18,150.0,0
2017-03-19,186.0,1
2017-03-20,108.0,0
2017-03-21,81.0,0
2017-03-22,109.0,0
2017-03-23,305.0,59
2017-03-24,420.0,62
2017-03-25,779.0,81
2017-03-26,803.0,90
2017-03-27,662.0,74
2017-03-28,657.0,68
2017-03-29,697.0,71
2017-03-30,865.0,65
2017-03-31,912.0,77
2017-04-01,1645.0,106
2017-04-02,927.0,89
2017-04-03,863.0,71
2017-04-04,874.0,91
2017-04-05,719.0,59
2017-04-06,774.0,76
2017-04-07,580.0,68
2017-04-08,1095.0,94
2017-04-09,1073.0,108
2017-04-10,756.0,92
2017-04-11,771.0,75
2017-04-12,727.0,78
2017-04-13,617.0,77
2017-04-14,734.0,81
2017-04-15,836.0,109
2017-04-16,1149.0,121
2017-04-17,718.0,102
2017-04-18,926.0,92
2017-04-19,702.0,102
2017-04-20,807.0,90
2017-04-21,846.0,92
2017-04-22,1175.0,131
2017-04-23,1634.0,143
2017-04-24,1376.0,132
2017-04-25,1324.0,131
2017-04-26,1240.0,129
2017-04-27,1021.0,115
2017-04-28,637.0,111
2017-04-29,1144.0,145
2017-04-30,999.0,127
2017-05-01,1334.0,160
2017-05-02,775.0,122
2017-05-03,560.0,100
2017-05-04,542.0,103
2017-05-05,396.0,90
2017-05-06,523.0,98
2017-05-07,794.0,125
2017-05-08,416.0,86
2017-05-09,328.0,75
2017-05-10,349.0,83
2017-05-11,274.0,85
2017-05-12,186.0,67
2017-05-13,254.0,81
2017-05-14,321.0,103
2017-05-15,278.0,86
2017-05-16,218.0,78
2017-05-17,215.0,74
2017-05-18,154.0,2
2017-05-19,105.0,1
2017-05-20,142.0,1
2017-05-21,255.0,0
2017-05-22,112.0,0
2017-05-23,129.0,2
2017-05-24,102.0,4
2017-05-25,92.0,0
2017-05-26,148.0,0
2017-05-27,120.0,1
2017-05-28,201.0,1
2017-05-29,120.0,1
2017-05-30,88.0,0
2017-05-31,127.0,1
2017-06-01,96.0,0
2017-06-02,72.0,0
2017-06-03,138.0,0
2017-06-04,219.0,0
2017-06-05,85.0,0
2017-06-06,63.0,0
2017-06-07,95.0,0
2017-06-08,60.0,0
2017-06-09,68.0,0
2017-06-10,117.0,0
2017-06-11,162.0,0
2017-06-12,96.0,0
2017-06-13,72.0,0
2017-06-14,60.0,0
2017-06-15,75.0,0
2017-06-16,58.0,0
2017-06-17,81.0,0
2017-06-18,110.0,0
2017-06-19,77.0,0
2017-06-20,68.0,0
2017-06-21,51.0,0
2017-06-22,55.0,0
2017-06-23,51.0,0
2017-06-24,90.0,0
2017-06-25,130.0,0
2017-06-26,79.0,0
2017-06-27,38.0,0
2017-06-28,76.0,0
2017-06-29,51.0,0
2017-06-30,62.0,0
2017-07-01,77.0,1
2017-07-02,153.0,0
2017-07-03,72.0,0
2017-07-04,93.0,1
2017-07-05,68.0,0
2017-07-06,67.0,0
2017-07-07,40.0,0
2017-07-08,77.0,0
2017-07-09,117.0,0
2017-07-10,95.0,0
2017-07-11,57.0,0
2017-07-12,53.0,0
2017-07-13,64.0,0
2017-07-14,35.0,0
2017-07-15,62.0,0
2017-07-16,121.0,0
2017-07-17,67.0,0
2017-07-18,54.0,0
2017-07-19,49.0,0
2017-07-20,100.0,0
2017-07-21,285.0,0
2017-07-22,294.0,0
2017-07-23,356.0,0
2017-07-24,192.0,3
2017-07-25,174.0,0
2017-07-26,166.0,1
2017-07-27,244.0,26
2017-07-28,567.0,42
2017-07-29,1345.0,71
2017-07-30,2027.0,73
2017-07-31,1626.0,72
2017-08-01,2664.0,101
2017-08-02,3104.0,105
2017-08-03,2803.0,111
2017-08-04,3414.0,107
2017-08-05,4601.0,117
2017-08-06,5415.0,114
2017-08-07,3478.0,125
2017-08-08,3227.0,121
2017-08-09,2902.0,127
2017-08-10,2320.0,140
2017-08-11,3523.0,144
2017-08-12,3644.0,149
2017-08-13,3718.0,150
2017-08-14,2826.0,154
2017-08-15,2530.0,148
